"BENCHMARKALTITUDE","BENCHMARKID","BENCHMARKLATITUDE","BENCHMARKLONGITUDE","DRONEALTITUDE","DRONELATITUDE","DRONELONGITUDE","UPDATETIMESTAMP"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873069770185","170.546559710136","1754454375702"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587306560996","170.54655974100154","1754454375918"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873061619943","170.54655976439284","1754454376080"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587305617393","170.54655978206011","1754454376299"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873051885233","170.54655979496428","1754454376510"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730486399736","170.54655980372243","1754454376690"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873046258947","170.54655980998538","1754454376910"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873044663235","170.5465598133104","1754454377132"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873043713308","170.54655981469963","1754454377293"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587304324892","170.54655981448207","1754454377510"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730431757024","170.54655981303864","1754454377730"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873043394686","170.54655980348102","1754454377904"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730438492486","170.5465597712274","1754454378120"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873044457021","170.5465597504992","1754454378281"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873044495704","170.54655975674413","1754454378491"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873043031409","170.54655975485366","1754454378721"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730435987844","170.54655972891186","1754454378891"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730418083695","170.54655970625433","1754454379101"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730403736814","170.54655968722398","1754454379321"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873039270147","170.54655967201495","1754454379482"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873037803548","170.5465596598611","1754454379703"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587303429168","170.5465596510703","1754454379931"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730315126294","170.54655964504641","1754454380091"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873029404047","170.54655964045634","1754454380313"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730277845346","170.54655963746958","1754454380530"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873026601812","170.5465596285677","1754454380706"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587302646986","170.54655959811885","1754454380930"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873028176697","170.54655957997647","1754454381100"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873027401154","170.54655958912247","1754454381321"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730268961544","170.5465595972386","1754454381483"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873026606364","170.54655960510794","1754454381704"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873026481318","170.54655961918922","1754454381924"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873025829803","170.54655965491466","1754454382094"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730230608984","170.54655969209736","1754454382304"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873020840387","170.54655974662103","1754454382522"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873019065152","170.54655979127682","1754454382707"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873017673726","170.54655982707337","1754454382921"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873016652402","170.54655985425714","1754454383084"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873016622393","170.54655987416083","1754454383303"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730190701586","170.54655988762244","1754454383512"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587302123188","170.54655989517082","1754454383731"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730231130735","170.54655989742454","1754454383903"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730247245006","170.54655989557637","1754454384122"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873026067257","170.54655989130265","1754454384293"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873027183376","170.546559885637","1754454384503"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873027416226","170.54655987876092","1754454384734"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873025183695","170.54655986443947","1754454384903"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873023343568","170.54655982806125","1754454385114"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873021789163","170.54655980402723","1754454385287"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730198639584","170.54655980779086","1754454385504"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873015987449","170.54655981922207","1754454385712"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730128736596","170.54655984596687","1754454385884"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873010457054","170.5465598445104","1754454386103"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873008617007","170.54655984238045","1754454386323"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730072458464","170.54655983361158","1754454386494"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730063242966","170.54655980982048","1754454386712"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730057564934","170.5465598143141","1754454386932"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873005442556","170.54655981901294","1754454387093"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873005321499","170.54655982350155","1754454387307"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873004659302","170.54655983469442","1754454387524"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730019013194","170.54655986151184","1754454387707"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729997942895","170.54655985409534","1754454387916"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729981979074","170.5465598248066","1754454388136"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997063292","170.54655980006027","1754454388296"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587299634817","170.54655977917903","1754454388514"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872995961871","170.54655976171054","1754454388736"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872995819906","170.5465597477273","1754454388916"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729958920804","170.54655973594015","1754454389125"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996123458","170.54655972652435","1754454389287"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996438146","170.54655971241164","1754454389505"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996785708","170.54655967736997","1754454389725"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997126765","170.54655964821464","1754454389895"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997535016","170.54655962475718","1754454390115"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729979213145","170.54655961330948","1754454390335"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729975401815","170.54655962895558","1754454390496"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872994858442","170.5465596439436","1754454390715"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872992618979","170.54655965815743","1754454390936"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872990771515","170.54655966549865","1754454391106"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872989270036","170.5465596492087","1754454391316"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872988028926","170.54655963712898","1754454391535"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872987043904","170.54655962783465","1754454391704"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729863022525","170.54655962777701","1754454391926"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872985733298","170.5465596522923","1754454392102"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872984649117","170.54655967434556","1754454392309"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872981509762","170.54655970091775","1754454392527"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729789660366","170.54655975411097","1754454392710"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872976259468","170.54655982362303","1754454392916"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872971796722","170.54655988247188","1754454393136"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587296890644","170.54655992439922","1754454393299"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872969081318","170.54655993487134","1754454393517"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872969522095","170.54655994196","1754454393735"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872970186808","170.5465599464263","1754454393907"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872971002079","170.5465599488926","1754454394116"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587297188738","170.54655994926048","1754454394337"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729728154756","170.54655995430912","1754454394503"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729737602225","170.54655998063612","1754454394717"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872974691998","170.54656000114446","1754454394887"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872975610469","170.54656002322304","1754454395107"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872976494619","170.54656006317768","1754454395327"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729773141995","170.54656009427114","1754454395499"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872977346699","170.5465601253696","1754454395717"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872975017649","170.54656016617224","1754454395939"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872973140349","170.5465601743149","1754454396109"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729716352286","170.5465601706658","1754454396329"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872971135543","170.54656014028885","1754454396479"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872973189527","170.5465601044304","1754454396708"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729749951074","170.54656005506493","1754454396928"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872976582373","170.54656003586936","1754454397091"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729780119745","170.5465600182874","1754454397316"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872979290188","170.54656000272507","1754454397528"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872980399961","170.5465599893815","1754454397696"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872981363568","170.54655997839197","1754454397917"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872982175572","170.54655996863252","1754454398127"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872983492683","170.54655996125098","1754454398299"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872986906276","170.54655994952995","1754454398508"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872989683989","170.54655991731403","1754454398680"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729918757206","170.5465598916213","1754454398910"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872993526741","170.54655987134475","1754454399130"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729947315766","170.54655986273346","1754454399288"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872995551076","170.54655987531328","1754454399509"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996023791","170.54655986514405","1754454399729"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996193462","170.54655985812687","1754454399899"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872996037524","170.54655984628553","1754454400110"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587299570035","170.54655980630477","1754454400329"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729951920296","170.5465597565277","1754454400490"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872994507239","170.54655973308292","1754454400709"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872993713974","170.54655969179527","1754454400928"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872992837051","170.54655966062526","1754454401090"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729919100405","170.5465596312377","1754454401320"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872991655185","170.54655958714474","1754454401530"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729936848476","170.54655955386093","1754454401705"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587299522999","170.54655953045844","1754454401919"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587299639617","170.54655951466285","1754454402079"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997198831","170.5465594983179","1754454402299"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729976722955","170.5465594652363","1754454402520"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729978952134","170.5465594409001","1754454402690"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858729978850945","170.54655942463359","1754454402920"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997712076","170.5465594142745","1754454403129"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997369252","170.54655940905633","1754454403292"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872997639153","170.54655940152983","1754454403510"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730001272086","170.54655936841175","1754454403719"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873002114627","170.5465593204582","1754454403891"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730035975555","170.54655928437256","1754454404109"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873004698868","170.54655925751015","1754454404330"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587300546025","170.54655923811498","1754454404501"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730059083356","170.54655922614063","1754454404720"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873006107723","170.54655922651926","1754454404892"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873006121911","170.5465592535262","1754454405112"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730053107635","170.54655928554573","1754454405320"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730027919755","170.54655933103913","1754454405492"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730029411404","170.5465593472399","1754454405710"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873002973667","170.54655936235864","1754454405932"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873002907597","170.5465593756545","1754454406090"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730028191744","170.54655937987366","1754454406314"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730034869396","170.5465593606842","1754454406533"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873006422276","170.54655933789445","1754454406706"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730089150434","170.54655929632384","1754454406922"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873010909584","170.5465592633987","1754454407082"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873012481899","170.54655923826914","1754454407303"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873014414009","170.5465592206134","1754454407523"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873018289636","170.54655920920987","1754454407692"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587302146987","170.54655920342702","1754454407914"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873024033097","170.54655920172914","1754454408130"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873026033286","170.54655920287234","1754454408290"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873028203414","170.54655919939123","1754454408511"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730321635285","170.5465591744008","1754454408730"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873035982723","170.54655915471085","1754454408901"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873041314533","170.54655912570465","1754454409110"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730455077385","170.54655905605077","1754454409330"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730493811436","170.54655899964857","1754454409491"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873054663267","170.54655895449423","1754454409709"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587305872958","170.5465589128883","1754454409881"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587306173661","170.54655885798638","1754454410102"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730638208044","170.5465588089604","1754454410317"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873065131543","170.54655874721166","1754454410493"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873066525674","170.54655869872343","1754454410699"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730697818565","170.5465586623403","1754454410932"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873072199318","170.54655863666642","1754454411091"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873074548005","170.5465586197802","1754454411311"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873078609446","170.54655861083148","1754454411484"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873081712074","170.5465586012915","1754454411699"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730839688036","170.54655857393934","1754454411932"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873085546526","170.54655854765892","1754454412092"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873087251356","170.5465584990158","1754454412313"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873090034583","170.54655843831412","1754454412523"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873089712747","170.54655839074925","1754454412698"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730891106774","170.5465583552044","1754454412912"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873088325551","170.54655832966776","1754454413132"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873087348934","170.54655831262323","1754454413302"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873086241703","170.54655830162716","1754454413512"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873085089232","170.54655829571556","1754454413733"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873084599491","170.54655828688018","1754454413912"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873086399196","170.54655825770942","1754454414132"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873087806015","170.54655822798944","1754454414293"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858730895631","170.5465581810365","1754454414512"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873093238376","170.5465581439395","1754454414734"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873096148683","170.5465581231117","1754454414903"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873098346331","170.54655812559645","1754454415113"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873100628761","170.5465581066276","1754454415333"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873103987583","170.5465580930515","1754454415495"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873104213579","170.54655809073432","1754454415713"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873104873741","170.54655810808444","1754454415933"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873107583082","170.54655810097046","1754454416094"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873110339592","170.54655809657677","1754454416313"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873114793462","170.5465580939114","1754454416535"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873117546626","170.546558091793","1754454416698"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731171966284","170.54655809029458","1754454416927"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873116544765","170.5465580886655","1754454417084"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873115701118","170.54655808681773","1754454417304"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731146948934","170.54655808494073","1754454417516"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873113631298","170.54655808328624","1754454417735"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731132010426","170.5465580817921","1754454417916"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731149950714","170.54655807422793","1754454418127"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873116333384","170.54655804500726","1754454418296"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731179746336","170.54655801398948","1754454418515"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873121509927","170.54655796470328","1754454418736"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873124288549","170.54655792505156","1754454418905"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873127091613","170.54655788650234","1754454419125"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731315248434","170.54655783231658","1754454419289"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873134973158","170.54655778902156","1754454419506"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873138270915","170.5465577549225","1754454419726"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873143172309","170.5465577292782","1754454419896"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873146972549","170.54655771047004","1754454420107"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873149823882","170.5465576967325","1754454420325"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731518240965","170.5465576807796","1754454420487"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873153054632","170.54655764606858","1754454420705"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873153670595","170.54655761944986","1754454420926"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873153802628","170.54655759919714","1754454421078"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873154266641","170.54655758432983","1754454421308"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873156705761","170.54655756730526","1754454421526"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873158462418","170.5465575321737","1754454421702"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873160334643","170.54655750514135","1754454421917"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873163973992","170.546557477785","1754454422137"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873166705766","170.54655743330332","1754454422309"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873168683387","170.5465574056456","1754454422527"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873169988612","170.5465574090971","1754454422687"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873170782548","170.54655741477924","1754454422908"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587317118713","170.54655741618578","1754454423126"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873171290492","170.54655738914994","1754454423287"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873171887207","170.54655733828886","1754454423497"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873174606507","170.5465572749833","1754454423717"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873177445041","170.5465572250644","1754454423898"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873182000721","170.5465571805777","1754454424109"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873185588349","170.54655711722086","1754454424281"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587318901324","170.5465570370012","1754454424498"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873193960919","170.54655694988978","1754454424727"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858731977877966","170.54655687477575","1754454424887"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873201335056","170.5465567871834","1754454425108"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873206304286","170.54655669699235","1754454425278"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873210091944","170.5465566277292","1754454425498"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732128580385","170.54655657618773","1754454425717"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873214768599","170.54655653403475","1754454425887"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873215934082","170.54655648274118","1754454426098"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873216532564","170.54655644725216","1754454426316"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587321661475","170.54655642512992","1754454426478"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732162884706","170.54655642020174","1754454426696"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873214968094","170.54655644664362","1754454426928"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873211898314","170.5465564755032","1754454427089"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732115040375","170.54655649926895","1754454427308"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873211002518","170.54655649404805","1754454427519"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873211034536","170.54655647031174","1754454427696"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873213253493","170.54655645374942","1754454427909"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873215670017","170.54655643598335","1754454428127"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873219265409","170.54655640745804","1754454428288"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873220428001","170.54655640936943","1754454428519"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873223572952","170.54655642067243","1754454428679"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873226729629","170.5465564491524","1754454428908"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873230857273","170.54655645081664","1754454429121"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873232403594","170.54655645303","1754454429289"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873235836488","170.5465564557875","1754454429499"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873238437891","170.5465564588104","1754454429719"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873240347381","170.54655645582363","1754454429890"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732416776625","170.54655643761532","1754454430111"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732425234514","170.54655644671246","1754454430320"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873242957295","170.5465564549351","1754454430490"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732424074816","170.54655646972788","1754454430709"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858732386853575","170.54655651428328","1754454430881"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85873233665557","170.54655657659788","1754454431101"
